 
",Colorado,8,2019,2019,1st to 3rd month,1,None checked,1,48641"
",Colorado,8,2019,2019,4th to 6th month,2,At least one checked,0,95"
",Colorado,8,2019,2019,4th to 6th month,2,None checked,1,8475"
",Colorado,8,2019,2019,7th to final month,3,At least one checked,0,47"
",Colorado,8,2019,2019,7th to final month,3,None checked,1,2512"
",Colorado,8,2019,2019,No prenatal care,4,At least one checked,0,21"
",Colorado,8,2019,2019,No prenatal care,4,None checked,1,893"
",Colorado,8,2019,2019,Unknown or Not Stated,5,At least one checked,0,23"
",Colorado,8,2019,2019,Unknown or Not Stated,5,None checked,1,1498"
",Connecticut,9,2019,2019,1st to 3rd month,1,At least one checked,0,395"
",Connecticut,9,2019,2019,1st to 3rd month,1,None checked,1,28423"
",Connecticut,9,2019,2019,1st to 3rd month,1,Unknown or Not Stated,9,14"
",Connecticut,9,2019,2019,4th to 6th month,2,At least one checked,0,66"
",Connecticut,9,2019,2019,4th to 6th month,2,None checked,1,3917"
",Connecticut,9,2019,2019,7th to final month,3,At least one checked,0,25"
",Connecticut,9,2019,2019,7th to final month,3,None checked,1,1046"
",Connecticut,9,2019,2019,No prenatal care,4,None checked,1,137"
",Connecticut,9,2019,2019,Unknown or Not Stated,5,None checked,1,206"
",Connecticut,9,2019,2019,Unknown or Not Stated,5,Unknown or Not Stated,9,10"
",Delaware,10,2019,2019,1st to 3rd month,1,At least one checked,0,167"
",Delaware,10,2019,2019,1st to 3rd month,1,None checked,1,7822"
",Delaware,10,2019,2019,1st to 3rd month,1,Unknown or Not Stated,9,12"
",Delaware,10,2019,2019,4th to 6th month,2,At least one checked,0,34"
",Delaware,10,2019,2019,4th to 6th month,2,None checked,1,1662"
",Delaware,10,2019,2019,7th to final month,3,At least one checked,0,15"
",Delaware,10,2019,2019,7th to final month,3,None checked,1,466"
",Delaware,10,2019,2019,No prenatal care,4,None checked,1,223"
",Delaware,10,2019,2019,Unknown or Not Stated,5,None checked,1,152"
",District of Columbia,11,2019,2019,1st to 3rd month,1,At least one checked,0,133"
",District of Columbia,11,2019,2019,1st to 3rd month,1,None checked,1,6169"
",District of Columbia,11,2019,2019,4th to 6th month,2,At least one checked,0,18"
",District of Columbia,11,2019,2019,4th to 6th month,2,None checked,1,1779"
",District of Columbia,11,2019,2019,7th to final month,3,None checked,1,464"
",District of Columbia,11,2019,2019,No prenatal care,4,None checked,1,180"
",District of Columbia,11,2019,2019,Unknown or Not Stated,5,None checked,1,325"
",Florida,12,2019,2019,1st to 3rd month,1,At least one checked,0,1167"
",Florida,12,2019,2019,1st to 3rd month,1,None checked,1,149199"
",Florida,12,2019,2019,1st to 3rd month,1,Unknown or Not Stated,9,186"
",Florida,12,2019,2019,4th to 6th month,2,At least one checked,0,237"
",Florida,12,2019,2019,4th to 6th month,2,None checked,1,39634"
",Florida,12,2019,2019,4th to 6th month,2,Unknown or Not Stated,9,45"
",Florida,12,2019,2019,7th to final month,3,At least one checked,0,69"
",Florida,12,2019,2019,7th to final month,3,None checked,1,12330"
",Florida,12,2019,2019,7th to final month,3,Unknown or Not Stated,9,11"
",Florida,12,2019,2019,No prenatal care,4,At least one checked,0,54"
",Florida,12,2019,2019,No prenatal care,4,None checked,1,4623"
",Florida,12,2019,2019,No prenatal care,4,Unknown or Not Stated,9,22"
",Florida,12,2019,2019,Unknown or Not Stated,5,At least one checked,0,118"
",Florida,12,2019,2019,Unknown or Not Stated,5,None checked,1,12257"
",Florida,12,2019,2019,Unknown or Not Stated,5,Unknown or Not Stated,9,50"
",Georgia,13,2019,2019,1st to 3rd month,1,At least one checked,0,1029"
",Georgia,13,2019,2019,1st to 3rd month,1,None checked,1,91790"
",Georgia,13,2019,2019,1st to 3rd month,1,Unknown or Not Stated,9,119"
",Georgia,13,2019,2019,4th to 6th month,2,At least one checked,0,210"
",Georgia,13,2019,2019,4th to 6th month,2,None checked,1,19795"
",Georgia,13,2019,2019,4th to 6th month,2,Unknown or Not Stated,9,31"
",Georgia,13,2019,2019,7th to final month,3,At least one checked,0,59"
",Georgia,13,2019,2019,7th to final month,3,None checked,1,5411"
",Georgia,13,2019,2019,No prenatal care,4,At least one checked,0,70"
",Georgia,13,2019,2019,No prenatal care,4,None checked,1,5202"
",Georgia,13,2019,2019,No prenatal care,4,Unknown or Not Stated,9,10"
",Georgia,13,2019,2019,Unknown or Not Stated,5,At least one checked,0,12"
",Georgia,13,2019,2019,Unknown or Not Stated,5,None checked,1,2590"
",Georgia,13,2019,2019,Unknown or Not Stated,5,Unknown or Not Stated,9,35"
",Hawaii,15,2019,2019,1st to 3rd month,1,At least one checked,0,92"
",Hawaii,15,2019,2019,1st to 3rd month,1,None checked,1,11285"
",Hawaii,15,2019,2019,4th to 6th month,2,At least one checked,0,10"
",Hawaii,15,2019,2019,4th to 6th month,2,None checked,1,2541"
",Hawaii,15,2019,2019,7th to final month,3,None checked,1,993"
",Hawaii,15,2019,2019,No prenatal care,4,None checked,1,870"
",Hawaii,15,2019,2019,Unknown or Not Stated,5,None checked,1,992"
",Idaho,16,2019,2019,1st to 3rd month,1,At least one checked,0,286"
",Idaho,16,2019,2019,1st to 3rd month,1,None checked,1,17777"
",Idaho,16,2019,2019,4th to 6th month,2,At least one checked,0,54"
",Idaho,16,2019,2019,4th to 6th month,2,None checked,1,2944"
",Idaho,16,2019,2019,7th to final month,3,At least one checked,0,11"
",Idaho,16,2019,2019,7th to final month,3,None checked,1,645"
",Idaho,16,2019,2019,No prenatal care,4,None checked,1,182"
",Idaho,16,2019,2019,Unknown or Not Stated,5,None checked,1,141"
",Illinois,17,2019,2019,1st to 3rd month,1,At least one checked,0,1725"
",Illinois,17,2019,2019,1st to 3rd month,1,None checked,1,104157"
",Illinois,17,2019,2019,1st to 3rd month,1,Unknown or Not Stated,9,56"
",Illinois,17,2019,2019,4th to 6th month,2,At least one checked,0,345"
",Illinois,17,2019,2019,4th to 6th month,2,None checked,1,22122"
",Illinois,17,2019,2019,4th to 6th month,2,Unknown or Not Stated,9,17"
",Illinois,17,2019,2019,7th to final month,3,At least one checked,0,111"
",Illinois,17,2019,2019,7th to final month,3,None checked,1,5757"
",Illinois,17,2019,2019,No prenatal care,4,At least one checked,0,49"
",Illinois,17,2019,2019,No prenatal care,4,None checked,1,1732"
",Illinois,17,2019,2019,Unknown or Not Stated,5,At least one checked,0,111"
",Illinois,17,2019,2019,Unknown or Not Stated,5,None checked,1,3926"
",Illinois,17,2019,2019,Unknown or Not Stated,5,Unknown or Not Stated,9,17"
",Indiana,18,2019,2019,1st to 3rd month,1,At least one checked,0,796"
",Indiana,18,2019,2019,1st to 3rd month,1,None checked,1,58461"
",Indiana,18,2019,2019,4th to 6th month,2,At least one checked,0,206"
",Indiana,18,2019,2019,4th to 6th month,2,None checked,1,16114"
",Indiana,18,2019,2019,7th to final month,3,At least one checked,0,45"
",Indiana,18,2019,2019,7th to final month,3,None checked,1,3801"
",Indiana,18,2019,2019,No prenatal care,4,At least one checked,0,33"
",Indiana,18,2019,2019,No prenatal care,4,None checked,1,1224"
",Indiana,18,2019,2019,Unknown or Not Stated,5,None checked,1,172"
",Iowa,19,2019,2019,1st to 3rd month,1,At least one checked,0,684"
",Iowa,19,2019,2019,1st to 3rd month,1,None checked,1,29859"
",Iowa,19,2019,2019,4th to 6th month,2,At least one checked,0,121"
",Iowa,19,2019,2019,4th to 6th month,2,None checked,1,5203"
",Iowa,19,2019,2019,7th to final month,3,At least one checked,0,33"
",Iowa,19,2019,2019,7th to final month,3,None checked,1,1271"
",Iowa,19,2019,2019,No prenatal care,4,At least one checked,0,11"
",Iowa,19,2019,2019,No prenatal care,4,None checked,1,278"
",Iowa,19,2019,2019,Unknown or Not Stated,5,None checked,1,186"
",Kansas,20,2019,2019,1st to 3rd month,1,At least one checked,0,326"
",Kansas,20,2019,2019,1st to 3rd month,1,None checked,1,29038"
",Kansas,20,2019,2019,4th to 6th month,2,At least one checked,0,59"
",Kansas,20,2019,2019,4th to 6th month,2,None checked,1,4366"
",Kansas,20,2019,2019,7th to final month,3,At least one checked,0,13"
",Kansas,20,2019,2019,7th to final month,3,None checked,1,1007"
",Kansas,20,2019,2019,No prenatal care,4,None checked,1,349"
",Kansas,20,2019,2019,Unknown or Not Stated,5,None checked,1,230"
",Kentucky,21,2019,2019,1st to 3rd month,1,At least one checked,0,456"
",Kentucky,21,2019,2019,1st to 3rd month,1,None checked,1,39689"
",Kentucky,21,2019,2019,1st to 3rd month,1,Unknown or Not Stated,9,172"
",Kentucky,21,2019,2019,4th to 6th month,2,At least one checked,0,86"
",Kentucky,21,2019,2019,4th to 6th month,2,None checked,1,7568"
",Kentucky,21,2019,2019,4th to 6th month,2,Unknown or Not Stated,9,32"
",Kentucky,21,2019,2019,7th to final month,3,At least one checked,0,23"
",Kentucky,21,2019,2019,7th to final month,3,None checked,1,2078"
",Kentucky,21,2019,2019,7th to final month,3,Unknown or Not Stated,9,12"
",Kentucky,21,2019,2019,No prenatal care,4,At least one checked,0,27"
",Kentucky,21,2019,2019,No prenatal care,4,None checked,1,959"
",Kentucky,21,2019,2019,Unknown or Not Stated,5,At least one checked,0,15"
",Kentucky,21,2019,2019,Unknown or Not Stated,5,None checked,1,1933"
",Kentucky,21,2019,2019,Unknown or Not Stated,5,Unknown or Not Stated,9,15"
",Louisiana,22,2019,2019,1st to 3rd month,1,At least one checked,0,442"
",Louisiana,22,2019,2019,1st to 3rd month,1,None checked,1,43540"
",Louisiana,22,2019,2019,4th to 6th month,2,At least one checked,0,114"
",Louisiana,22,2019,2019,4th to 6th month,2,None checked,1,9491"
",Louisiana,22,2019,2019,7th to final month,3,At least one checked,0,44"
",Louisiana,22,2019,2019,7th to final month,3,None checked,1,2612"
",Louisiana,22,2019,2019,No prenatal care,4,At least one checked,0,21"
",Louisiana,22,2019,2019,No prenatal care,4,None checked,1,1283"
",Louisiana,22,2019,2019,Unknown or Not Stated,5,At least one checked,0,11"
",Louisiana,22,2019,2019,Unknown or Not Stated,5,None checked,1,1383"
",Maine,23,2019,2019,1st to 3rd month,1,At least one checked,0,155"
",Maine,23,2019,2019,1st to 3rd month,1,None checked,1,9817"
",Maine,23,2019,2019,4th to 6th month,2,At least one checked,0,17"
",Maine,23,2019,2019,4th to 6th month,2,None checked,1,1335"
",Maine,23,2019,2019,7th to final month,3,None checked,1,331"
",Maine,23,2019,2019,No prenatal care,4,None checked,1,80"
",Maine,23,2019,2019,Unknown or Not Stated,5,None checked,1,34"
",Maryland,24,2019,2019,1st to 3rd month,1,At least one checked,0,721"
",Maryland,24,2019,2019,1st to 3rd month,1,None checked,1,49251"
",Maryland,24,2019,2019,4th to 6th month,2,At least one checked,0,155"
",Maryland,24,2019,2019,4th to 6th month,2,None checked,1,12204"
",Maryland,24,2019,2019,7th to final month,3,At least one checked,0,34"
",Maryland,24,2019,2019,7th to final month,3,None checked,1,3627"
",Maryland,24,2019,2019,No prenatal care,4,At least one checked,0,32"
",Maryland,24,2019,2019,No prenatal care,4,None checked,1,1030"
",Maryland,24,2019,2019,Unknown or Not Stated,5,At least one checked,0,36"
",Maryland,24,2019,2019,Unknown or Not Stated,5,None checked,1,3070"
",Massachusetts,25,2019,2019,1st to 3rd month,1,At least one checked,0,947"
",Massachusetts,25,2019,2019,1st to 3rd month,1,None checked,1,56066"
",Massachusetts,25,2019,2019,4th to 6th month,2,At least one checked,0,146"
",Massachusetts,25,2019,2019,4th to 6th month,2,None checked,1,7756"
",Massachusetts,25,2019,2019,7th to final month,3,At least one checked,0,49"
",Massachusetts,25,2019,2019,7th to final month,3,None checked,1,2685"
",Massachusetts,25,2019,2019,No prenatal care,4,At least one checked,0,12"
",Massachusetts,25,2019,2019,No prenatal care,4,None checked,1,295"
",Massachusetts,25,2019,2019,Unknown or Not Stated,5,None checked,1,1012"
",Massachusetts,25,2019,2019,Unknown or Not Stated,5,Unknown or Not Stated,9,140"
",Michigan,26,2019,2019,1st to 3rd month,1,At least one checked,0,1215"
",Michigan,26,2019,2019,1st to 3rd month,1,None checked,1,82826"
",Michigan,26,2019,2019,1st to 3rd month,1,Unknown or Not Stated,9,82"
",Michigan,26,2019,2019,4th to 6th month,2,At least one checked,0,210"
",Michigan,26,2019,2019,4th to 6th month,2,None checked,1,15353"
",Michigan,26,2019,2019,4th to 6th month,2,Unknown or Not Stated,9,24"
",Michigan,26,2019,2019,7th to final month,3,At least one checked,0,52"
",Michigan,26,2019,2019,7th to final month,3,None checked,1,4006"
",Michigan,26,2019,2019,No prenatal care,4,At least one checked,0,29"
",Michigan,26,2019,2019,No prenatal care,4,None checked,1,1490"
",Michigan,26,2019,2019,No prenatal care,4,Unknown or Not Stated,9,12"
",Michigan,26,2019,2019,Unknown or Not Stated,5,At least one checked,0,30"
",Michigan,26,2019,2019,Unknown or Not Stated,5,None checked,1,2541"
",Michigan,26,2019,2019,Unknown or Not Stated,5,Unknown or Not Stated,9,11"
",Minnesota,27,2019,2019,1st to 3rd month,1,At least one checked,0,1080"
",Minnesota,27,2019,2019,1st to 3rd month,1,None checked,1,53634"
",Minnesota,27,2019,2019,1st to 3rd month,1,Unknown or Not Stated,9,16"
",Minnesota,27,2019,2019,4th to 6th month,2,At least one checked,0,148"
",Minnesota,27,2019,2019,4th to 6th month,2,None checked,1,8335"
",Minnesota,27,2019,2019,7th to final month,3,At least one checked,0,44"
",Minnesota,27,2019,2019,7th to final month,3,None checked,1,1912"
",Minnesota,27,2019,2019,No prenatal care,4,At least one checked,0,21"
",Minnesota,27,2019,2019,No prenatal care,4,None checked,1,446"
",Minnesota,27,2019,2019,Unknown or Not Stated,5,At least one checked,0,12"
",Minnesota,27,2019,2019,Unknown or Not Stated,5,None checked,1,347"
",Minnesota,27,2019,2019,Unknown or Not Stated,5,Unknown or Not Stated,9,26"
",Mississippi,28,2019,2019,1st to 3rd month,1,At least one checked,0,316"
",Mississippi,28,2019,2019,1st to 3rd month,1,None checked,1,27843"
",Mississippi,28,2019,2019,4th to 6th month,2,At least one checked,0,57"
",Mississippi,28,2019,2019,4th to 6th month,2,None checked,1,6098"
",Mississippi,28,2019,2019,7th to final month,3,At least one checked,0,14"
",Mississippi,28,2019,2019,7th to final month,3,None checked,1,1305"
",Mississippi,28,2019,2019,No prenatal care,4,None checked,1,463"
",Mississippi,28,2019,2019,Unknown or Not Stated,5,None checked,1,517"
",Missouri,29,2019,2019,1st to 3rd month,1,At least one checked,0,745"
",Missouri,29,2019,2019,1st to 3rd month,1,None checked,1,51976"
",Missouri,29,2019,2019,4th to 6th month,2,At least one checked,0,115"
",Missouri,29,2019,2019,4th to 6th month,2,None checked,1,11952"
",Missouri,29,2019,2019,7th to final month,3,At least one checked,0,37"
",Missouri,29,2019,2019,7th to final month,3,None checked,1,3286"
",Missouri,29,2019,2019,No prenatal care,4,At least one checked,0,35"
",Missouri,29,2019,2019,No prenatal care,4,None checked,1,1621"
",Missouri,29,2019,2019,Unknown or Not Stated,5,At least one checked,0,42"
",Missouri,29,2019,2019,Unknown or Not Stated,5,None checked,1,2314"
",Montana,30,2019,2019,1st to 3rd month,1,At least one checked,0,151"
",Montana,30,2019,2019,1st to 3rd month,1,None checked,1,8561"
",Montana,30,2019,2019,4th to 6th month,2,At least one checked,0,30"
",Montana,30,2019,2019,4th to 6th month,2,None checked,1,1664"
",Montana,30,2019,2019,7th to final month,3,At least one checked,0,10"
",Montana,30,2019,2019,7th to final month,3,None checked,1,508"
",Montana,30,2019,2019,No prenatal care,4,None checked,1,132"
",Montana,30,2019,2019,Unknown or Not Stated,5,None checked,1,12"
",Nebraska,31,2019,2019,1st to 3rd month,1,At least one checked,0,379"
",Nebraska,31,2019,2019,1st to 3rd month,1,None checked,1,18748"
",Nebraska,31,2019,2019,4th to 6th month,2,At least one checked,0,63"
",Nebraska,31,2019,2019,4th to 6th month,2,None checked,1,3743"
",Nebraska,31,2019,2019,7th to final month,3,At least one checked,0,26"
",Nebraska,31,2019,2019,7th to final month,3,None checked,1,862"
",Nebraska,31,2019,2019,No prenatal care,4,None checked,1,260"
",Nebraska,31,2019,2019,Unknown or Not Stated,5,None checked,1,650"
",Nevada,32,2019,2019,1st to 3rd month,1,At least one checked,0,316"
",Nevada,32,2019,2019,1st to 3rd month,1,None checked,1,24483"
",Nevada,32,2019,2019,4th to 6th month,2,At least one checked,0,49"
",Nevada,32,2019,2019,4th to 6th month,2,None checked,1,4970"
",Nevada,32,2019,2019,7th to final month,3,At least one checked,0,19"
",Nevada,32,2019,2019,7th to final month,3,None checked,1,1153"
",Nevada,32,2019,2019,No prenatal care,4,At least one checked,0,32"
",Nevada,32,2019,2019,No prenatal care,4,None checked,1,1874"
",Nevada,32,2019,2019,Unknown or Not Stated,5,At least one checked,0,20"
",Nevada,32,2019,2019,Unknown or Not Stated,5,None checked,1,2155"
",New Hampshire,33,2019,2019,1st to 3rd month,1,At least one checked,0,243"
",New Hampshire,33,2019,2019,1st to 3rd month,1,None checked,1,9938"
",New Hampshire,33,2019,2019,1st to 3rd month,1,Unknown or Not Stated,9,29"
",New Hampshire,33,2019,2019,4th to 6th month,2,At least one checked,0,22"
",New Hampshire,33,2019,2019,4th to 6th month,2,None checked,1,1155"
",New Hampshire,33,2019,2019,7th to final month,3,None checked,1,318"
",New Hampshire,33,2019,2019,No prenatal care,4,None checked,1,72"
",New Hampshire,33,2019,2019,Unknown or Not Stated,5,None checked,1,38"
",New Jersey,34,2019,2019,1st to 3rd month,1,At least one checked,0,1122"
",New Jersey,34,2019,2019,1st to 3rd month,1,None checked,1,73663"
",New Jersey,34,2019,2019,4th to 6th month,2,At least one checked,0,251"
",New Jersey,34,2019,2019,4th to 6th month,2,None checked,1,16941"
",New Jersey,34,2019,2019,7th to final month,3,At least one checked,0,61"
",New Jersey,34,2019,2019,7th to final month,3,None checked,1,4273"
",New Jersey,34,2019,2019,No prenatal care,4,At least one checked,0,50"
",New Jersey,34,2019,2019,No prenatal care,4,None checked,1,1973"
",New Jersey,34,2019,2019,Unknown or Not Stated,5,At least one checked,0,32"
",New Jersey,34,2019,2019,Unknown or Not Stated,5,None checked,1,1214"
",New Mexico,35,2019,2019,1st to 3rd month,1,At least one checked,0,344"
",New Mexico,35,2019,2019,1st to 3rd month,1,None checked,1,15220"
",New Mexico,35,2019,2019,4th to 6th month,2,At least one checked,0,121"
",New Mexico,35,2019,2019,4th to 6th month,2,None checked,1,4064"
",New Mexico,35,2019,2019,7th to final month,3,At least one checked,0,59"
",New Mexico,35,2019,2019,7th to final month,3,None checked,1,1643"
",New Mexico,35,2019,2019,No prenatal care,4,At least one checked,0,40"
",New Mexico,35,2019,2019,No prenatal care,4,None checked,1,1359"
",New Mexico,35,2019,2019,Unknown or Not Stated,5,None checked,1,110"
",New York,36,2019,2019,1st to 3rd month,1,At least one checked,0,3449"
",New York,36,2019,2019,1st to 3rd month,1,None checked,1,172110"
",New York,36,2019,2019,1st to 3rd month,1,Unknown or Not Stated,9,323"
",New York,36,2019,2019,4th to 6th month,2,At least one checked,0,579"
",New York,36,2019,2019,4th to 6th month,2,None checked,1,28922"
",New York,36,2019,2019,4th to 6th month,2,Unknown or Not Stated,9,51"
",New York,36,2019,2019,7th to final month,3,At least one checked,0,179"
",New York,36,2019,2019,7th to final month,3,None checked,1,8912"
",New York,36,2019,2019,7th to final month,3,Unknown or Not Stated,9,26"
",New York,36,2019,2019,No prenatal care,4,At least one checked,0,41"
",New York,36,2019,2019,No prenatal care,4,None checked,1,1638"
",New York,36,2019,2019,No prenatal care,4,Unknown or Not Stated,9,11"
",New York,36,2019,2019,Unknown or Not Stated,5,At least one checked,0,208"
",New York,36,2019,2019,Unknown or Not Stated,5,None checked,1,4792"
",New York,36,2019,2019,Unknown or Not Stated,5,Unknown or Not Stated,9,298"
",North Carolina,37,2019,2019,1st to 3rd month,1,At least one checked,0,1047"
",North Carolina,37,2019,2019,1st to 3rd month,1,None checked,1,86262"
",North Carolina,37,2019,2019,4th to 6th month,2,At least one checked,0,236"
",North Carolina,37,2019,2019,4th to 6th month,2,None checked,1,21305"
",North Carolina,37,2019,2019,7th to final month,3,At least one checked,0,71"
",North Carolina,37,2019,2019,7th to final month,3,None checked,1,5864"
",North Carolina,37,2019,2019,No prenatal care,4,At least one checked,0,51"
",North Carolina,37,2019,2019,No prenatal care,4,None checked,1,2883"
",North Carolina,37,2019,2019,Unknown or Not Stated,5,At least one checked,0,23"
",North Carolina,37,2019,2019,Unknown or Not Stated,5,None checked,1,972"
",North Dakota,38,2019,2019,1st to 3rd month,1,At least one checked,0,200"
",North Dakota,38,2019,2019,1st to 3rd month,1,None checked,1,7732"
",North Dakota,38,2019,2019,4th to 6th month,2,At least one checked,0,33"
",North Dakota,38,2019,2019,4th to 6th month,2,None checked,1,1427"
",North Dakota,38,2019,2019,7th to final month,3,At least one checked,0,10"
",North Dakota,38,2019,2019,7th to final month,3,None checked,1,550"
",North Dakota,38,2019,2019,No prenatal care,4,None checked,1,58"
",North Dakota,38,2019,2019,Unknown or Not Stated,5,At least one checked,0,16"
",North Dakota,38,2019,2019,Unknown or Not Stated,5,None checked,1,425"
",Ohio,39,2019,2019,1st to 3rd month,1,At least one checked,0,2242"
",Ohio,39,2019,2019,1st to 3rd month,1,None checked,1,100551"
",Ohio,39,2019,2019,1st to 3rd month,1,Unknown or Not Stated,9,16"
",Ohio,39,2019,2019,4th to 6th month,2,At least one checked,0,450"
",Ohio,39,2019,2019,4th to 6th month,2,None checked,1,22284"
",Ohio,39,2019,2019,7th to final month,3,At least one checked,0,116"
",Ohio,39,2019,2019,7th to final month,3,None checked,1,5785"
",Ohio,39,2019,2019,No prenatal care,4,At least one checked,0,55"
",Ohio,39,2019,2019,No prenatal care,4,None checked,1,1999"
",Ohio,39,2019,2019,Unknown or Not Stated,5,At least one checked,0,39"
",Ohio,39,2019,2019,Unknown or Not Stated,5,None checked,1,911"
",Oklahoma,40,2019,2019,1st to 3rd month,1,At least one checked,0,590"
",Oklahoma,40,2019,2019,1st to 3rd month,1,None checked,1,36391"
",Oklahoma,40,2019,2019,4th to 6th month,2,At least one checked,0,104"
",Oklahoma,40,2019,2019,4th to 6th month,2,None checked,1,8338"
",Oklahoma,40,2019,2019,7th to final month,3,At least one checked,0,21"
",Oklahoma,40,2019,2019,7th to final month,3,None checked,1,2221"
",Oklahoma,40,2019,2019,No prenatal care,4,At least one checked,0,32"
",Oklahoma,40,2019,2019,No prenatal care,4,None checked,1,908"
",Oklahoma,40,2019,2019,Unknown or Not Stated,5,At least one checked,0,16"
",Oklahoma,40,2019,2019,Unknown or Not Stated,5,None checked,1,512"
",Oregon,41,2019,2019,1st to 3rd month,1,At least one checked,0,650"
",Oregon,41,2019,2019,1st to 3rd month,1,None checked,1,33773"
",Oregon,41,2019,2019,1st to 3rd month,1,Unknown or Not Stated,9,142"
",Oregon,41,2019,2019,4th to 6th month,2,At least one checked,0,108"
",Oregon,41,2019,2019,4th to 6th month,2,None checked,1,5086"
",Oregon,41,2019,2019,4th to 6th month,2,Unknown or Not Stated,9,21"
",Oregon,41,2019,2019,7th to final month,3,At least one checked,0,26"
",Oregon,41,2019,2019,7th to final month,3,None checked,1,1398"
",Oregon,41,2019,2019,No prenatal care,4,At least one checked,0,11"
",Oregon,41,2019,2019,No prenatal care,4,None checked,1,460"
",Oregon,41,2019,2019,Unknown or Not Stated,5,None checked,1,170"
",Pennsylvania,42,2019,2019,1st to 3rd month,1,At least one checked,0,2497"
",Pennsylvania,42,2019,2019,1st to 3rd month,1,None checked,1,98683"
",Pennsylvania,42,2019,2019,4th to 6th month,2,At least one checked,0,423"
",Pennsylvania,42,2019,2019,4th to 6th month,2,None checked,1,19528"
",Pennsylvania,42,2019,2019,7th to final month,3,At least one checked,0,142"
",Pennsylvania,42,2019,2019,7th to final month,3,None checked,1,6122"
",Pennsylvania,42,2019,2019,No prenatal care,4,At least one checked,0,50"
",Pennsylvania,42,2019,2019,No prenatal care,4,None checked,1,2619"
",Pennsylvania,42,2019,2019,Unknown or Not Stated,5,At least one checked,0,119"
